component 1,component 2,component 3,class
7.085229,0.534148,4.6815677,GALAXY
1.9210138,4.76376,0.79233605,GALAXY
3.6930099,3.2875266,11.628807,GALAXY
9.610146,4.7538958,3.049918,GALAXY
5.9500804,1.2912303,-0.6676358,GALAXY
5.742427,0.35416436,-0.17447689,GALAXY
6.8363805,4.46986,8.176669,STAR
7.446146,3.604398,5.767791,GALAXY
-0.34233737,0.67933184,2.2544155,STAR
5.7152896,12.696222,3.7099292,QSO
4.026847,-1.8351046,5.45537,GALAXY
4.9142685,5.2289696,9.490682,STAR
8.3979845,5.0662174,4.7850966,GALAXY
4.066398,4.864415,4.9529233,STAR
3.796959,0.70036775,6.708242,STAR
2.2450826,12.701397,6.5226893,GALAXY
1.7835021,4.3534956,4.5835843,STAR
9.060838,11.433613,9.775959,GALAXY
0.42167166,-0.5156042,4.6747274,STAR
6.4042463,12.408536,3.6263804,QSO
3.7561522,4.4556603,3.1053355,GALAXY
8.475089,2.17566,7.921071,QSO
2.9377062,1.5781703,10.081519,GALAXY
6.563608,6.239021,4.8500175,GALAXY
4.17542,6.7475095,-2.9098837,GALAXY
0.20003068,2.950588,2.910296,GALAXY
4.5733237,2.2984774,0.83659875,GALAXY
9.711257,3.7540958,8.3574,GALAXY
3.3360162,5.984869,1.0319003,STAR
11.126956,8.818151,2.0622187,GALAXY
11.205275,8.837379,4.34814,GALAXY
9.897141,7.490057,0.1889751,GALAXY
0.95535785,-2.8627343,4.1340113,GALAXY
3.0824134,-2.602887,7.2253914,GALAXY
1.4062574,6.7305775,-2.0793877,GALAXY
3.8573134,-1.9366791,4.7840676,GALAXY
4.9939666,-0.4923513,-0.6755843,GALAXY
8.066902,1.7347107,5.1104093,QSO
5.235198,2.6276412,7.2033453,STAR
9.10935,8.3238,1.2509307,GALAXY
4.1434336,1.2981199,1.7853018,GALAXY
2.7817948,12.55101,7.529259,STAR
7.176537,2.1778314,3.868843,GALAXY
1.9756202,4.735748,5.293465,GALAXY
8.371054,3.223825,7.289767,QSO
5.833296,3.0560822,8.175742,QSO
7.473708,7.2601757,2.717284,GALAXY
6.7101045,11.967128,10.381407,GALAXY
3.8971975,-0.28778875,3.047865,GALAXY
5.120222,1.1248012,1.6269659,GALAXY
5.085981,3.7147727,-0.14963861,GALAXY
5.8460865,10.758144,5.6573186,STAR
4.940775,4.041961,8.349335,GALAXY
1.7369868,7.095369,4.0115776,QSO
8.408052,3.975919,5.8070426,GALAXY
3.8312402,1.6193995,9.581117,GALAXY
4.4712305,-0.7455402,7.330098,GALAXY
7.2929707,9.1895275,0.118741855,GALAXY
0.94034034,6.187121,5.571072,QSO
12.061799,7.1523967,1.1295816,GALAXY
3.5281596,4.814863,11.497855,QSO
1.7113495,-2.9509811,2.3768678,GALAXY
0.70330065,-0.5889127,3.3437376,GALAXY
3.3900461,6.620691,2.2149906,GALAXY
1.6212986,1.658345,4.081443,GALAXY
5.191122,8.800153,4.6911097,GALAXY
3.5492525,-1.282232,0.2828689,GALAXY
9.5463085,11.639264,8.60789,GALAXY
1.8968441,12.358617,5.815583,STAR
2.998207,5.176283,3.9676862,STAR
1.9234691,3.1525812,-2.3926814,GALAXY
1.013479,3.6636007,5.189202,GALAXY
11.961208,7.1267915,2.3740544,STAR
2.2050786,-3.2728376,2.7982612,GALAXY
6.5803494,12.19098,3.9124088,QSO
2.9567966,5.9907775,8.740266,STAR
8.475583,10.514342,9.658175,STAR
6.4847255,7.784834,3.352214,STAR
7.025794,10.9515705,5.812489,GALAXY
4.104673,2.7168648,1.4765857,GALAXY
11.156304,4.2245493,1.9634053,GALAXY
5.658441,6.4074183,5.065626,GALAXY
2.015343,-3.7897708,4.436687,GALAXY
4.4399343,3.0402157,3.3344836,QSO
0.489524,4.759937,1.4210092,GALAXY
0.62311614,0.27743986,5.721935,GALAXY
3.9047904,-1.8036325,5.0276213,GALAXY
5.2422276,1.6639142,-0.89601386,GALAXY
5.341993,13.949839,8.883647,GALAXY
2.0842555,-0.4250292,7.6502132,STAR
5.556468,2.7026763,6.177743,QSO
3.6768925,1.6113052,11.281867,STAR
9.252835,4.4068236,6.745786,STAR
-0.2837827,0.8890507,4.11501,STAR
3.6119914,0.73707306,10.775543,GALAXY
9.583029,11.214642,7.609679,GALAXY
7.6345778,7.0878143,2.5779731,GALAXY
4.7015905,6.5544405,5.327596,QSO
4.7651134,2.1295466,9.662181,GALAXY
2.6477835,-0.37599328,8.625869,STAR
4.1068335,-0.9840161,3.5360389,GALAXY
6.397178,11.734661,10.253149,GALAXY
8.799646,1.3537463,5.6040196,GALAXY
6.842366,3.1855495,5.9202127,STAR
4.5480633,12.24511,3.9260821,QSO
5.6475835,2.3191953,7.2071676,QSO
6.983601,6.147277,8.093662,QSO
10.384015,7.158321,0.0021403942,GALAXY
1.0688142,3.971037,2.3215528,GALAXY
1.6927549,10.381516,9.051186,GALAXY
6.2845354,5.722127,8.582663,QSO
4.7730513,8.0059595,9.619118,STAR
4.7785864,2.4154668,5.958355,STAR
11.840312,8.217647,2.361656,GALAXY
3.145197,5.0683503,5.385629,STAR
0.1540541,4.084862,2.3851883,QSO
7.369645,10.5879545,3.30132,QSO
5.2733,3.9061158,3.7363188,GALAXY
5.1349497,1.3206868,5.536016,STAR
6.6192555,9.274587,1.205107,GALAXY
1.0843346,6.4202533,4.98222,STAR
8.032849,7.595776,0.55819803,QSO
1.5960653,4.1348953,3.3275888,GALAXY
4.277501,0.29444608,7.565245,GALAXY
8.788748,9.38616,9.392731,STAR
6.0899773,1.3149596,5.7552085,QSO
2.4660394,6.5351653,3.3067265,STAR
5.8225827,2.249306,4.362412,GALAXY
4.7935224,7.8643985,8.648249,GALAXY
3.015717,6.1994658,0.5605938,GALAXY
3.5940647,2.6565192,1.1116844,GALAXY
2.277356,10.907116,7.681165,STAR
5.5769205,8.689941,-1.2803531,GALAXY
1.0666418,4.0139456,-2.248475,STAR
1.5532652,1.7584738,3.1117978,STAR
7.469332,3.9277687,6.7037735,QSO
4.9654675,8.496807,8.696209,QSO
4.9451933,1.74365,-0.12912703,GALAXY
4.44287,2.2129211,4.7730103,STAR
4.131553,-0.9484872,-0.31659716,GALAXY
-0.16218044,3.8355336,4.3631535,GALAXY
11.096577,4.6330423,6.423712,GALAXY
12.190599,5.038339,3.6999006,GALAXY
4.180645,0.276819,7.4563575,GALAXY
9.178992,5.2648163,9.40424,GALAXY
8.87749,2.4782662,6.645433,QSO
7.283118,13.45529,7.79058,GALAXY
4.844761,-0.6929152,2.2843404,GALAXY
5.6115465,1.9493757,3.571222,QSO
0.9617648,1.903841,4.25808,GALAXY
3.5530174,-0.2628133,5.7006674,GALAXY
7.2402635,2.4412231,7.6894097,STAR
3.3947785,5.640568,11.338314,QSO
4.143223,-1.9446751,0.08220514,GALAXY
3.0951364,6.742938,2.5527132,GALAXY
2.83165,-3.7190037,4.432408,GALAXY
3.9495301,2.711844,1.0813118,GALAXY
3.7625725,4.810619,0.27326208,GALAXY
5.199892,12.957577,4.2804565,QSO
6.826,4.0383897,7.6762047,STAR
1.9225942,3.4104543,5.0747504,STAR
6.2537494,9.080945,-0.5976693,GALAXY
4.039146,3.5462952,2.7801597,GALAXY
3.9371562,12.258449,6.5016265,QSO
4.5933404,9.42016,9.008484,QSO
5.8245664,5.6215515,5.1302757,GALAXY
2.7844667,-2.4286747,1.2517706,GALAXY
11.036939,8.964409,2.550016,GALAXY
2.6546104,10.631963,8.783593,QSO
1.4074385,2.8577824,5.157497,STAR
4.318321,10.21953,8.784938,QSO
1.6561213,3.5291748,1.7859321,GALAXY
2.1790144,3.0867808,1.725592,GALAXY
2.4975808,5.855356,6.360018,GALAXY
4.457177,-2.3704903,2.4218242,GALAXY
5.980781,4.588146,8.59769,QSO
7.4512196,12.619154,10.290383,GALAXY
4.476137,6.9202476,9.592488,STAR
1.5506841,1.8739934,5.5478525,GALAXY
4.006908,-1.0017811,7.1167035,GALAXY
0.8375275,3.952455,2.550141,GALAXY
4.869876,0.50811243,7.3060527,GALAXY
3.767331,11.372632,8.991613,QSO
4.48838,2.92342,3.356246,GALAXY
11.756146,7.964487,1.3485868,STAR
3.8770835,-1.1040566,8.267822,GALAXY
7.0273833,1.4894925,4.066197,QSO
4.242237,-0.48758754,1.6351007,GALAXY
9.760558,6.9775114,0.04787165,GALAXY
2.5091534,6.267516,8.451285,STAR
4.505589,7.037889,5.7580566,GALAXY
0.5451626,5.7513285,1.1423533,GALAXY
3.9457524,6.1982036,1.4417166,GALAXY
2.8306947,4.3580294,-2.775034,GALAXY
6.62238,4.307276,5.5644665,GALAXY
2.7819395,-2.761067,2.700324,GALAXY
7.0560384,6.885881,10.386916,STAR
6.074596,14.236784,8.362516,GALAXY
7.7956247,11.314468,4.0324416,QSO
3.698339,2.38353,11.260631,GALAXY
9.866078,6.053865,0.7082763,GALAXY
9.751842,8.507247,0.95080286,GALAXY
6.7324667,3.5989728,10.671857,GALAXY
4.005311,3.8672843,0.11590822,GALAXY
10.468361,6.6897697,0.6280143,GALAXY
0.76163566,2.6111076,2.9754276,GALAXY
2.8472672,7.599907,9.658286,GALAXY
7.3543973,5.2007117,7.6170697,QSO
7.842993,2.3764725,6.227955,STAR
1.9581106,-1.1495091,8.797491,GALAXY
7.8595476,7.0770626,1.7091242,GALAXY
-0.307802,0.35718146,3.4499047,STAR
3.3948815,-3.2840805,2.5037835,GALAXY
10.568347,4.0774555,4.507741,GALAXY
3.8792565,3.5318203,5.64705,QSO
3.680459,4.3932185,0.9759083,GALAXY
1.8824246,-2.8848727,4.2529917,STAR
3.688391,11.619451,8.801595,QSO
2.1950238,4.5566454,1.0793003,GALAXY
8.47595,7.702667,0.5213033,GALAXY
3.8926728,4.0547724,2.704177,GALAXY
5.29913,3.2565112,7.295824,QSO
4.4375234,2.4225621,3.5822713,GALAXY
5.8701186,3.8728688,4.652802,GALAXY
7.040803,1.3822316,6.9195805,QSO
5.3355117,3.5622904,3.5760603,GALAXY
4.035138,4.84756,0.26632595,GALAXY
2.5902936,8.902154,10.172698,STAR
1.0535477,6.053717,1.0355066,GALAXY
5.4666166,1.821435,-0.9110538,GALAXY
4.205278,2.5319715,0.2317024,GALAXY
6.9732003,2.646385,7.318297,QSO
5.106822,2.3011544,10.421172,GALAXY
3.498408,-2.04606,5.6573334,GALAXY
2.249615,-2.3682005,7.258645,GALAXY
3.6579683,11.893123,4.926124,STAR
4.7936783,3.8518355,4.8412085,QSO
1.9655524,-0.6672414,6.4908204,GALAXY
5.534604,0.8366346,1.0775783,GALAXY
11.163911,7.6212525,4.143947,GALAXY
7.451719,7.9313493,0.82814026,GALAXY
7.9801197,1.3678209,4.5883985,QSO
3.3358123,12.667681,5.330267,QSO
0.21618104,3.5430892,3.1994843,GALAXY
4.1714015,-2.0409524,5.5714664,GALAXY
9.065643,1.5967286,7.0982766,QSO
3.2251546,-2.3297315,5.4768896,GALAXY
3.5940323,0.8692337,6.440239,GALAXY
6.871489,11.195874,4.2238503,GALAXY
4.617294,3.3699474,2.6640775,GALAXY
1.5737312,9.4114275,9.358511,STAR
3.9955463,5.9783783,9.39861,STAR
5.766033,6.949862,8.3542385,QSO
1.1586542,4.6693497,-2.413158,STAR
8.225421,12.97312,8.579094,GALAXY
3.40186,12.4541445,8.165984,GALAXY
1.1144029,-1.999628,7.5855794,GALAXY
0.3420757,-0.26044908,4.0968637,GALAXY
4.8896837,4.405126,0.3662408,GALAXY
1.6638123,10.091111,7.53874,QSO
4.6517544,13.284134,4.1705174,QSO
7.7533345,1.3838838,5.9148626,QSO
3.867482,5.3176255,11.547493,STAR
7.2866716,4.909345,8.445179,QSO
10.151268,9.746467,3.953803,GALAXY
2.8157449,7.7639117,-2.7341495,GALAXY
1.5903456,6.5511937,-2.0944514,GALAXY
1.5990057,5.3173585,0.9691954,GALAXY
5.530998,6.273142,5.1309443,GALAXY
2.4930365,6.120104,5.9450173,QSO
6.7363844,2.1543,7.767903,GALAXY
5.467455,-1.5209957,1.5052512,GALAXY
2.1718097,3.2694821,3.7610693,GALAXY
5.729714,14.330684,9.02281,GALAXY
5.325901,13.801203,9.351191,GALAXY
7.081611,0.22591995,5.843545,QSO
6.8436284,4.094234,8.469434,QSO
8.913829,11.968277,9.677039,GALAXY
6.3924193,11.626652,10.264819,STAR
6.554362,8.468235,2.6624653,GALAXY
5.40276,7.048217,4.661922,GALAXY
6.3908706,0.5398455,6.2043915,STAR
2.9589102,4.3638687,2.4056325,GALAXY
6.848042,8.497059,10.471607,STAR
3.8414164,3.5745473,3.0662646,GALAXY
6.400225,3.7260752,5.055778,GALAXY
6.667443,13.096023,10.210922,GALAXY
2.8191166,5.8532386,5.4184585,GALAXY
2.1248672,-1.7918627,2.2987983,GALAXY
3.2997313,6.1470566,5.6546254,GALAXY
2.9205651,11.433037,7.8553,QSO
11.515992,8.195865,1.3158088,GALAXY
1.7413818,1.6932995,3.0706701,GALAXY
10.579741,9.779446,7.2659183,GALAXY
6.539618,1.546553,9.55433,GALAXY
4.2129755,-0.77849585,-0.21621723,GALAXY
9.099329,8.055404,0.61151284,GALAXY
2.763006,6.187195,5.547811,GALAXY
7.585326,0.3394224,6.0135055,STAR
6.107752,2.7968948,12.228227,GALAXY
11.616666,4.8745556,5.2902904,GALAXY
6.9453845,9.276807,0.3989249,GALAXY
6.4622946,5.4089794,8.799772,QSO
5.935311,0.87942415,5.7507915,QSO
0.3645566,3.8803751,2.1086524,GALAXY
6.66602,3.9013119,5.026506,GALAXY
6.6944966,10.79965,2.9693286,GALAXY
3.8474658,4.145822,0.93547297,GALAXY
4.765731,7.8170133,5.4443703,GALAXY
0.17165214,3.230156,2.8196614,GALAXY
5.0292,3.3598018,10.465785,GALAXY
4.893607,8.528643,6.7325177,GALAXY
2.664291,5.6472473,3.0432777,STAR
4.3451576,2.85911,3.2233062,QSO
5.245194,7.8032627,9.087544,QSO
12.010352,5.144219,4.2620344,GALAXY
8.933545,4.9533215,4.399005,STAR
1.5314001,10.601031,9.101551,STAR
8.537482,3.5510898,9.007794,GALAXY
1.6486387,2.9270985,2.4219906,GALAXY
7.2913284,5.6705823,7.4960866,GALAXY
5.662552,-1.3255075,1.1866876,GALAXY
7.4510646,4.6829553,6.9419284,GALAXY
2.5833442,8.747828,10.135173,STAR
4.9529386,1.7186671,-0.023632528,GALAXY
4.9015527,0.003038191,-0.7471782,GALAXY
3.3813806,5.4502797,0.2952464,GALAXY
1.1177458,1.7916383,4.89077,GALAXY
2.4338408,3.745784,-2.588792,GALAXY
9.431383,8.274444,0.65512687,GALAXY
12.341508,5.9029603,1.2821268,GALAXY
6.6686244,3.4468184,4.8765917,GALAXY
5.5808735,2.5147665,-0.8203677,GALAXY
5.3746023,4.7561507,0.44148615,GALAXY
6.968874,2.134825,8.223703,STAR
6.6193004,10.466473,2.0892353,GALAXY
5.1000633,3.545327,5.116299,QSO
5.225423,2.6651893,7.117471,STAR
6.5905666,12.260361,3.654818,QSO
0.24663232,4.9735312,1.0721014,GALAXY
6.4247494,10.16078,2.0454824,GALAXY
2.2168682,5.040243,6.0034504,GALAXY
7.03373,3.1843462,8.669826,STAR
5.8390684,11.819904,4.2051253,STAR
9.815337,10.462527,8.905336,STAR
0.28426382,-0.5869363,4.258142,STAR
4.8769135,3.8538506,5.224593,STAR
2.339421,10.730605,5.7992034,STAR
0.120158166,4.506408,2.4573176,GALAXY
4.088228,4.1706476,0.52870536,GALAXY
7.2926154,1.4339914,6.39975,QSO
1.702548,8.807271,8.0834875,STAR
0.5045018,-1.7124754,6.6773562,GALAXY
3.8900504,6.2470903,1.5846313,STAR
5.061551,8.004843,8.27898,QSO
0.5641787,4.010381,4.9403696,GALAXY
7.346348,2.0302947,7.652837,GALAXY
5.185049,-1.5137452,0.021525623,GALAXY
2.731218,4.4169464,2.19026,GALAXY
3.6216068,3.552945,4.4514327,STAR
6.33078,6.722755,10.704728,STAR
6.134263,3.763978,4.5379195,GALAXY
5.141668,1.1513464,-0.88239884,GALAXY
10.798479,6.3037043,-0.34997845,GALAXY
5.0148096,3.4405394,8.098012,QSO
1.4596412,11.558096,6.440425,STAR
8.655754,12.3352375,9.667187,GALAXY
7.38762,3.825392,8.179486,QSO
1.3770909,-0.25710407,8.621906,GALAXY
1.6364546,-0.278315,9.302095,GALAXY
0.4593781,5.8535585,1.1994112,GALAXY
3.0574281,7.09912,2.6589034,STAR
7.730929,0.62038416,6.969638,QSO
8.96571,6.780988,1.4711308,STAR
5.0199804,3.347444,8.016926,STAR
0.9086336,-2.2371833,6.924726,GALAXY
3.8613863,4.244886,0.35820866,GALAXY
11.221605,4.1345854,2.1683443,GALAXY
3.4849463,6.2958083,9.274791,STAR
10.451863,10.270616,7.614212,GALAXY
1.7052243,4.792101,8.532848,QSO
3.8984396,12.733897,5.8217416,QSO
0.13455957,0.9732951,0.8972808,GALAXY
5.340958,3.2739384,3.4053938,GALAXY
0.95791656,7.185181,-0.77935624,STAR
3.8260813,12.651807,6.0866523,QSO
5.490848,6.8770995,8.4334,QSO
3.529606,3.2631798,1.1471167,GALAXY
6.7192736,3.702473,8.656357,STAR
1.0723034,4.016716,2.6893346,GALAXY
2.4365888,-3.0710497,2.9324627,GALAXY
1.6304139,-0.8477896,5.9369273,GALAXY
2.9614854,3.740265,11.103261,STAR
1.9131175,1.358768,5.053419,GALAXY
2.7285705,12.601281,7.1916714,QSO
5.2162995,3.5976608,3.1037493,GALAXY
1.670329,-0.14331219,8.811852,GALAXY
3.3590739,-2.4034255,0.6777149,GALAXY
2.58566,0.7014482,5.2553983,GALAXY
5.4319253,6.122823,9.516631,QSO
7.152833,5.396834,4.651519,GALAXY
7.716178,1.2465132,7.1458273,QSO
3.2697964,6.1389885,11.087626,STAR
7.575554,13.343751,9.281195,GALAXY
6.839303,5.9119954,8.372507,QSO
4.0485554,7.4340386,8.880145,QSO
1.7445917,11.9240465,7.7839146,STAR
4.1323643,7.3211718,8.831364,QSO
6.3792086,10.075742,0.7852266,GALAXY
5.6745634,3.284561,3.510894,GALAXY
9.521798,4.681089,6.1369796,STAR
7.085942,12.000386,4.3712564,QSO
6.7129316,2.29745,8.277819,STAR
7.51012,8.844446,0.34657663,GALAXY
10.437146,10.300443,6.458616,GALAXY
6.659508,13.781756,9.667795,GALAXY
2.986387,0.4034429,3.5177243,STAR
11.864917,7.1898046,3.2260652,GALAXY
4.4589252,9.817558,8.71562,QSO
7.7598796,0.31952605,4.726477,QSO
4.6845965,0.15057454,1.5765774,GALAXY
3.8668525,-2.1673863,0.6069776,GALAXY
6.0775347,2.9204276,3.3071728,GALAXY
1.2541547,7.3313823,-0.8487787,STAR
8.882451,1.928064,6.640174,GALAXY
6.133671,10.256947,2.9959066,GALAXY
2.7061403,10.367336,9.373224,QSO
5.280611,-0.8783211,1.0909468,GALAXY
2.9163783,11.685388,4.3386645,STAR
4.5999284,5.3162384,8.873092,QSO
10.681964,9.892491,6.4652553,STAR
1.7497661,2.626089,8.874048,STAR
8.3169775,2.6003103,7.9593496,QSO
11.176702,4.293734,5.0048532,GALAXY
2.1671603,1.5731064,2.8670201,GALAXY
4.2417703,-1.6668934,5.1811695,GALAXY
7.560435,9.501066,2.5567536,STAR
7.953081,2.0209887,4.4466653,QSO
5.7510195,5.8694243,9.272584,QSO
0.6246165,3.208203,-1.4009328,GALAXY
1.355262,5.3839126,1.2730992,GALAXY
1.8565738,6.05518,0.5616444,GALAXY
3.9810884,7.7143764,-2.9647245,GALAXY
6.2072897,0.68833995,0.08981276,GALAXY
4.8132286,8.600957,-2.126779,GALAXY
4.9359565,3.4377255,7.650272,STAR
5.970588,1.7650989,7.218422,STAR
9.278309,6.2795105,2.3310068,GALAXY
2.435784,10.210325,9.60235,QSO
4.316116,-1.0179315,2.5812206,GALAXY
3.693884,4.3298807,2.6452703,GALAXY
7.888455,3.6923237,6.2738423,GALAXY
1.7998893,1.6595589,9.366023,GALAXY
7.65195,0.4474829,4.662866,QSO
8.03722,2.8569932,7.101358,QSO
0.97304946,1.4670384,-0.65640205,GALAXY
-0.32713664,4.264584,2.5327582,GALAXY
0.5075077,3.1894019,3.9273002,STAR
8.322334,4.8681765,9.998689,GALAXY
6.8834667,10.467422,6.31985,STAR
3.336832,-3.3048313,3.4085884,GALAXY
4.378059,-1.866207,1.8072326,STAR
4.758191,8.852528,8.32117,QSO
7.083727,7.5472603,3.0716276,GALAXY
2.3266382,10.741152,5.780895,QSO
5.340672,7.695922,4.244411,GALAXY
3.3730383,6.626989,9.64772,STAR
2.1135468,1.8683189,2.585354,GALAXY
2.0215063,7.4219675,3.7778885,STAR
5.6498294,-0.027678823,0.09500824,GALAXY
6.160048,1.4623871,4.296419,QSO
3.5840306,-0.15937753,10.168805,STAR
7.2196984,3.5445588,5.5566816,GALAXY
2.1433282,5.9455504,7.251296,QSO
3.3653076,11.552822,4.0523787,STAR
3.9826312,0.19764598,6.9323473,STAR
2.4643168,9.632951,10.081105,STAR
0.96054393,6.225606,5.2235374,STAR
7.566463,0.397837,5.4471183,QSO
2.9850123,0.96128625,2.8468902,GALAXY
0.9970443,3.3029566,3.6636355,GALAXY
2.761421,9.782335,9.243478,QSO
2.9311423,-1.222555,8.3871,GALAXY
0.031885773,2.2628906,0.24865365,STAR
12.316015,5.120732,3.3403049,GALAXY
6.742664,5.39746,6.7345386,QSO
7.289859,10.150994,6.4961224,STAR
1.0058271,5.5500894,1.1257254,GALAXY
8.662504,4.0082774,8.60923,GALAXY
2.672689,5.6404424,6.963401,QSO
1.4035844,0.86606973,9.248353,GALAXY
4.88044,1.9604656,10.184667,GALAXY
3.8705456,-2.9263198,2.7098558,GALAXY
8.311322,9.873335,0.91081554,GALAXY
6.7193027,9.517823,1.5243951,GALAXY
0.21245901,6.216651,-0.5364336,STAR
2.764263,12.466196,4.5769987,STAR
3.7558742,-1.4590272,3.8615541,STAR
5.7725897,-1.1196427,0.7995587,GALAXY
2.8205855,6.3498206,2.7266808,GALAXY
8.578013,4.5744085,9.618143,GALAXY
2.942103,6.259619,2.535616,GALAXY
2.7993207,7.0613766,-2.998903,GALAXY
3.5754738,11.103695,9.170014,QSO
0.70178366,-0.6209396,3.773359,GALAXY
4.9513216,1.7449403,10.388553,GALAXY
4.2899084,4.371654,3.1399956,GALAXY
0.45969337,3.4771347,-1.1491258,GALAXY
2.054601,2.6943383,1.7901621,GALAXY
3.9271572,11.660813,8.518226,QSO
1.9711655,3.0216615,4.7843857,STAR
2.5850403,5.806591,0.7729089,GALAXY
6.8230305,4.558112,8.581225,QSO
0.3743459,5.2626305,1.689335,GALAXY
2.235427,-2.5797749,1.641336,GALAXY
0.4508797,-0.50207543,3.7035995,GALAXY
0.59420735,-1.9907954,6.6024456,GALAXY
0.7747969,4.8028593,1.4605147,STAR
0.7734057,3.1931787,2.4888327,GALAXY
3.4146864,-2.4925513,4.0871053,STAR
6.5172276,14.171733,8.928087,GALAXY
1.757522,3.170978,-2.2491546,GALAXY
10.644065,8.0958805,0.63225394,GALAXY
4.1568985,-0.56768966,2.7614012,GALAXY
2.2060797,-2.7631042,1.6116318,GALAXY
6.7691264,0.9412801,3.9540734,QSO
2.6668184,7.0709476,9.057467,QSO
7.4156404,13.371453,9.858002,GALAXY
1.6866927,1.3550646,4.8828526,GALAXY
5.2422233,1.204668,10.108891,GALAXY
7.84363,2.7568147,10.056423,GALAXY
4.0344443,3.9716227,3.2770407,QSO
2.6831915,-2.5887904,6.5169377,GALAXY
3.4601216,-0.9261699,4.5596614,GALAXY
9.480676,4.7017517,5.9961977,STAR
2.6191356,4.957436,-3.0012758,GALAXY
9.543985,4.58763,8.937197,GALAXY
2.8731532,2.4526181,10.577956,STAR
2.5732026,0.91957283,3.1305504,GALAXY
2.9358978,-2.8966153,1.6060888,GALAXY
4.5415406,8.896995,8.376722,QSO
2.7194345,6.0265436,5.0514646,STAR
3.4972968,5.2406564,5.7003627,GALAXY
8.484039,1.3816596,6.7056518,QSO
3.8232427,10.785923,9.375434,QSO
2.7029006,5.562832,6.5870256,STAR
3.0784333,5.0596457,0.261442,GALAXY
-0.119144484,0.65133744,1.5637908,STAR
-0.47374684,4.0578456,2.9521418,GALAXY
4.824423,-1.1766855,1.4507935,GALAXY
4.5170236,5.9435363,0.95092756,STAR
5.079156,7.334126,8.608743,QSO
7.2860427,11.908214,4.219729,QSO
4.163289,-2.1860569,2.8054004,GALAXY
0.4031021,4.523919,4.227563,GALAXY
1.5263108,3.420829,3.7195492,STAR
4.696783,-0.64434236,2.0765488,GALAXY
2.8437002,-2.8973072,2.3595173,GALAXY
2.3086443,2.8561091,-1.5209248,GALAXY
12.038337,5.018198,4.272929,GALAXY
4.023474,10.834168,4.932242,GALAXY
1.8972745,8.607331,9.201024,STAR
2.524844,7.38584,10.095797,STAR
7.712607,0.7795188,6.494019,STAR
5.2199225,13.686206,9.31788,GALAXY
2.230094,6.0776997,2.312833,GALAXY
9.035964,2.5897384,7.212035,QSO
2.030013,-1.8023335,2.367215,GALAXY
6.361769,0.908321,3.790568,QSO
5.917354,8.014921,3.6506631,GALAXY
4.643084,0.3461866,11.149318,GALAXY
8.677531,1.269583,6.5243387,QSO
4.6338477,1.4621501,11.933502,STAR
3.6713102,-2.8960001,2.8115277,GALAXY
3.2013147,6.707306,2.1886818,GALAXY
4.4580183,-0.518458,1.3464893,STAR
6.9514794,2.763005,8.42998,GALAXY
3.5596747,8.09698,-2.8553722,GALAXY
4.074353,4.1744313,7.8438487,GALAXY
3.8861618,6.8637433,5.0559206,GALAXY
7.518085,6.7604485,10.1502,GALAXY
3.8192596,-0.15716074,3.4990091,GALAXY
11.156801,8.79391,1.9431771,GALAXY
0.668404,-2.428782,5.5960813,GALAXY
1.3651234,4.615811,1.2556996,GALAXY
4.8635106,-0.4898139,-0.3965278,GALAXY
8.856053,2.4198444,6.647603,QSO
3.5156598,4.0207686,3.8395872,GALAXY
0.5098353,3.009321,-1.2318885,STAR
4.141895,10.155838,9.16445,QSO
1.7271696,4.3919063,4.4837875,GALAXY
5.9739704,1.5968946,6.446531,STAR
4.7201357,2.6252613,0.72581446,GALAXY
6.533742,14.083534,9.104757,GALAXY
5.9986815,8.353107,3.517107,STAR
2.9876916,11.681303,8.498904,QSO
2.1748147,4.52617,6.0439095,GALAXY
3.0590138,-3.7863448,2.9723756,GALAXY
6.434691,5.7032046,9.042018,QSO
-0.15324008,0.6067243,2.5825863,GALAXY
8.938612,2.8565156,6.658448,QSO
6.424586,5.89078,9.04794,QSO
5.366917,3.7914796,3.479002,GALAXY
7.002807,0.6796819,5.759003,GALAXY
4.18028,6.2887545,-2.2086463,GALAXY
4.2966747,13.330866,5.355006,QSO
5.458211,1.5231924,4.3951836,STAR
3.873609,-0.7567833,6.753805,GALAXY
4.285927,-1.8327235,5.2529254,GALAXY
0.54551774,5.34294,1.6384404,GALAXY
0.39170954,2.80354,4.7846146,QSO
4.628125,6.07863,5.403894,GALAXY
2.7662196,10.738466,9.557825,STAR
2.6367269,11.131095,5.046886,STAR
6.8010945,13.852473,8.070009,GALAXY
2.718471,-2.6945558,2.5622585,STAR
4.999995,10.298746,6.1380014,STAR
4.871814,0.5513167,11.681658,STAR
9.76605,9.28825,8.311396,GALAXY
8.685067,4.316132,5.1822357,GALAXY
5.347305,11.302909,4.722956,GALAXY
1.2574072,-0.89322233,8.679994,GALAXY
3.3984017,9.006855,10.049751,STAR
6.218053,5.0180774,8.966657,QSO
4.327501,10.438339,7.8255634,QSO
6.67247,1.709608,5.155188,QSO
1.1796558,4.745214,4.9963446,GALAXY
4.5021396,6.0400176,1.1792133,STAR
3.8180437,-0.19233587,10.274088,STAR
2.3980002,1.352681,9.561809,GALAXY
-0.8314253,4.238831,2.7118115,GALAXY
8.626734,12.345453,7.497318,GALAXY
